date,USA,BRA,MEX,IND,GBR,ITA,FRA,ESP,COL,ARG,ZAF,IDN,UKR,TUR,CAN,CHL,BEL,HUN,ECU,BGR,PHL,BOL,CHE,JPN,BGD,TUN,MAR,GRC,GTM,SAU,HRV,KAZ,SRB,MDA,IRL,HND,PRY,SVN,GEO,AZE,LTU,ARM,DOM,DZA,NPL
2020-04-01,31175.0,1119.0,163.0,601.0,4938.0,4782.0,4843.0,8195.0,159.0,0.0,27.0,149.0,149.0,2148.0,1312.0,293.0,1189.0,33.0,508.0,23.0,227.0,8.0,1163.0,280.0,3.0,29.0,37.0,0.0,1.0,157.0,96.0,37.0,160.0,70.0,212.0,31.0,8.0,39.0,7.0,61.0,44.0,39.0,175.0,131.0,0.0
2020-04-02,32276.0,1208.0,132.0,545.0,4896.0,4668.0,2100.0,7947.0,96.0,79.0,82.0,113.0,103.0,2456.0,1719.0,373.0,1384.0,60.0,415.0,35.0,322.0,8.0,1059.0,283.0,2.0,32.0,54.0,0.0,8.0,165.0,48.0,55.0,111.0,82.0,402.0,47.0,15.0,56.0,17.0,41.0,73.0,92.0,96.0,139.0,1.0
2020-04-03,32401.0,1012.0,178.0,24.0,4924.0,4585.0,5223.0,7134.0,106.0,132.0,43.0,196.0,175.0,2786.0,1332.0,333.0,1422.0,38.0,205.0,28.0,385.0,9.0,779.0,336.0,5.0,40.0,83.0,457.0,3.0,154.0,68.0,29.0,305.0,86.0,424.0,3.0,4.0,37.0,21.0,43.0,58.0,73.0,108.0,185.0,0.0
2020-04-04,31845.0,1304.0,202.0,515.0,4071.0,4805.0,40617.3,6969.0,139.0,186.0,80.0,106.0,153.0,3013.0,1336.0,512.0,1661.0,55.0,97.0,18.0,76.0,7.0,899.0,371.0,9.0,58.0,128.0,60.0,11.0,140.0,47.0,67.0,148.0,161.0,331.0,42.0,8.0,43.0,7.0,78.0,43.0,34.0,0.0,80.0,3.0
2020-04-05,29240.0,770.0,253.0,506.0,3611.0,4316.0,846.0,5478.0,79.0,0.0,70.0,181.0,83.0,3135.0,1189.0,310.0,1260.0,55.0,181.0,28.0,152.0,18.0,595.0,351.0,18.0,21.0,102.0,62.0,0.0,223.0,56.0,53.0,284.0,112.0,390.0,4.0,9.0,20.0,12.0,63.0,46.0,52.0,257.0,69.0,0.0
2020-04-06,31782.0,1031.0,296.0,1190.0,5329.0,3599.0,2658.0,5029.0,94.0,103.0,31.0,218.0,11.0,3148.0,1501.0,344.0,1123.0,11.0,101.0,18.0,414.0,26.0,557.0,234.0,35.0,22.0,99.0,20.0,9.0,203.0,40.0,78.0,292.0,101.0,370.0,30.0,2.0,24.0,14.0,57.0,31.0,11.0,83.0,103.0,0.0
2020-04-07,30036.0,1873.0,346.0,533.0,5460.0,3039.0,40617.3,5267.0,201.0,74.0,63.0,247.0,143.0,3892.0,1388.0,301.0,1380.0,73.0,0.0,28.0,104.0,11.0,596.0,375.0,41.0,27.0,64.0,77.0,7.0,190.0,60.0,35.0,247.0,91.0,345.0,7.0,4.0,38.0,8.0,76.0,40.0,20.0,128.0,45.0,0.0
2020-04-08,31063.0,2136.0,396.0,605.0,5152.0,3836.0,3851.0,6278.0,274.0,87.0,96.0,218.0,206.0,4117.0,1236.0,430.0,1209.0,78.0,703.0,16.0,106.0,16.0,1027.0,535.0,54.0,5.0,91.0,52.0,10.0,137.0,61.0,30.0,219.0,118.0,365.0,7.0,5.0,32.0,15.0,105.0,33.0,28.0,155.0,104.0,0.0
2020-04-09,35610.0,1922.0,260.0,809.0,4868.0,4204.0,3784.0,5002.0,169.0,80.0,89.0,337.0,224.0,4056.0,1380.0,426.0,1580.0,85.0,515.0,25.0,206.0,54.0,771.0,594.0,112.0,15.0,99.0,71.0,8.0,355.0,64.0,54.0,201.0,115.0,500.0,31.0,5.0,33.0,7.0,104.0,50.0,40.0,238.0,94.0,0.0
2020-04-10,34283.0,1546.0,403.0,873.0,4324.0,3951.0,1566.0,5051.0,250.0,180.0,69.0,219.0,311.0,4747.0,1144.0,529.0,1684.0,210.0,2196.0,17.0,119.0,4.0,500.0,636.0,94.0,28.0,74.0,54.0,31.0,364.0,88.0,31.0,238.0,149.0,1515.0,39.0,4.0,36.0,16.0,65.0,38.0,16.0,271.0,95.0,0.0
2020-04-11,28924.0,1089.0,375.0,848.0,3601.0,4694.0,1445.0,4754.0,236.0,0.0,25.0,330.0,308.0,5138.0,1376.0,671.0,1351.0,120.0,96.0,26.0,233.0,7.0,556.0,701.0,58.0,14.0,97.0,72.0,11.0,382.0,39.0,53.0,275.0,122.0,839.0,10.0,1.0,28.0,8.0,67.0,39.0,30.0,139.0,64.0,0.0
2020-04-12,26308.0,1465.0,442.0,759.0,3516.0,4092.0,50745.0,3804.0,67.0,167.0,145.0,399.0,266.0,4789.0,1342.0,286.0,1629.0,100.0,209.0,14.0,220.0,25.0,308.0,522.0,139.0,22.0,116.0,0.0,18.0,429.0,66.0,86.0,250.0,102.0,727.0,1.0,13.0,17.0,15.0,40.0,33.0,46.0,208.0,89.0,3.0
2020-04-13,27143.0,1238.0,353.0,1248.0,4192.0,3153.0,3139.0,3268.0,76.0,66.0,99.0,316.0,325.0,4093.0,1797.0,312.0,942.0,48.0,63.0,10.0,284.0,30.0,273.0,300.0,182.0,19.0,102.0,64.0,1.0,472.0,50.0,140.0,424.0,50.0,992.0,4.0,12.0,7.0,15.0,50.0,19.0,26.0,200.0,69.0,2.0
2020-04-14,28328.0,1832.0,385.0,1034.0,4340.0,2972.0,17448.0,2442.0,127.0,69.0,143.0,282.0,270.0,4062.0,1689.0,392.0,530.0,54.0,74.0,28.0,291.0,24.0,248.0,504.0,209.0,21.0,125.0,25.0,11.0,435.0,54.0,141.0,411.0,222.0,832.0,10.0,2.0,8.0,28.0,49.0,6.0,28.0,119.0,87.0,2.0
2020-04-15,25897.0,3058.0,448.0,835.0,5074.0,2667.0,3207.0,5103.0,126.0,166.0,91.0,297.0,392.0,4281.0,1747.0,356.0,2454.0,67.0,255.0,34.0,230.0,43.0,400.0,558.0,219.0,33.0,136.0,22.0,13.0,493.0,37.0,63.0,408.0,115.0,1068.0,12.0,13.0,28.0,6.0,56.0,18.0,44.0,328.0,90.0,0.0
2020-04-16,29638.0,2105.0,450.0,1108.0,5303.0,3786.0,12578.0,7304.0,128.0,128.0,99.0,380.0,397.0,4801.0,1766.0,534.0,1236.0,73.0,367.0,53.0,207.0,44.0,396.0,563.0,341.0,42.0,259.0,15.0,16.0,518.0,50.0,107.0,445.0,105.0,724.0,7.0,25.0,20.0,42.0,30.0,27.0,48.0,141.0,108.0,0.0
2020-04-17,33107.0,3257.0,578.0,922.0,4973.0,3493.0,1891.0,5891.0,206.0,98.0,178.0,407.0,501.0,4353.0,2126.0,445.0,1329.0,111.0,225.0,46.0,218.0,24.0,346.0,560.0,266.0,42.0,281.0,17.0,18.0,762.0,23.0,144.0,372.0,110.0,709.0,16.0,3.0,36.0,22.0,57.0,26.0,42.0,371.0,150.0,14.0
2020-04-18,27329.0,2976.0,622.0,1370.0,4725.0,3491.0,3804.0,887.0,182.0,89.0,251.0,325.0,444.0,3783.0,1526.0,907.0,1045.0,71.0,572.0,32.0,209.0,28.0,326.0,590.0,306.0,0.0,121.0,11.0,21.0,1132.0,18.0,69.0,304.0,114.0,778.0,15.0,4.0,13.0,18.0,33.0,49.0,47.0,209.0,116.0,1.0
2020-04-19,25422.0,1996.0,764.0,1893.0,3863.0,3047.0,1094.0,6948.0,171.0,81.0,124.0,327.0,343.0,3977.0,1700.0,358.0,1313.0,82.0,446.0,16.0,172.0,27.0,336.0,366.0,312.0,15.0,170.0,10.0,22.0,1088.0,39.0,61.0,324.0,94.0,493.0,15.0,2.0,13.0,6.0,25.0,93.0,43.0,345.0,95.0,0.0
2020-04-20,30084.0,2089.0,511.0,924.0,4869.0,2256.0,2446.0,1536.0,185.0,102.0,142.0,185.0,261.0,4674.0,1712.0,419.0,1487.0,68.0,660.0,35.0,200.0,44.0,204.0,344.0,492.0,5.0,191.0,0.0,32.0,1122.0,10.0,176.0,312.0,76.0,401.0,5.0,0.0,5.0,8.0,38.0,21.0,48.0,284.0,89.0,0.0
2020-04-21,26075.0,2336.0,729.0,1541.0,4764.0,2729.0,2666.0,3968.0,172.0,90.0,165.0,375.0,415.0,4611.0,1590.0,325.0,973.0,114.0,270.0,46.0,140.0,34.0,119.0,383.0,434.0,0.0,163.0,156.0,5.0,1147.0,27.0,143.0,260.0,66.0,388.0,17.0,5.0,9.0,6.0,44.0,26.0,62.0,80.0,93.0,12.0
2020-04-22,29881.0,2678.0,1043.0,1290.0,5493.0,3370.0,1798.0,4211.0,207.0,113.0,170.0,283.0,467.0,3083.0,1846.0,464.0,933.0,70.0,452.0,49.0,111.0,11.0,205.0,396.0,390.0,25.0,237.0,7.0,22.0,1141.0,42.0,140.0,254.0,164.0,631.0,16.0,0.0,9.0,8.0,38.0,22.0,72.0,256.0,99.0,2.0
2020-04-23,31965.0,4279.0,1089.0,1707.0,5151.0,2646.0,40617.3,4635.0,205.0,291.0,318.0,357.0,578.0,3116.0,1809.0,516.0,908.0,116.0,333.0,73.0,271.0,94.0,228.0,432.0,414.0,9.0,122.0,55.0,68.0,1158.0,31.0,154.0,132.0,148.0,936.0,9.0,7.0,13.0,9.0,30.0,18.0,50.0,243.0,97.0,3.0
2020-04-24,31965.0,4007.0,1239.0,1453.0,4974.0,3021.0,2811.0,15695.1,320.0,172.0,267.0,436.0,477.0,3122.0,1640.0,494.0,1496.0,159.0,166.5,137.0,211.0,104.0,181.0,385.0,503.0,4.0,190.0,27.0,46.0,1172.0,28.0,193.0,207.0,184.0,577.0,72.0,3.0,7.0,19.0,44.0,16.0,73.0,206.0,120.0,1.0
2020-04-25,30914.0,5281.0,970.0,1753.0,3769.0,2357.0,1678.0,2915.0,261.0,173.0,141.0,396.0,478.0,2861.0,1582.0,1363.0,1032.0,0.0,0.0,13.0,102.0,59.0,217.0,332.0,309.0,17.0,139.0,16.0,43.0,1197.0,7.0,119.0,296.0,194.0,377.0,36.0,5.0,15.0,12.0,25.0,13.0,81.0,177.0,129.0,0.0
2020-04-26,25971.0,3776.0,835.0,1607.0,3470.0,2324.0,633.0,1729.0,237.0,112.0,185.0,275.0,492.0,2357.0,1211.0,473.0,809.0,57.0,0.0,53.0,285.0,84.0,167.0,219.0,418.0,10.0,168.0,11.0,27.0,1223.0,14.0,116.0,263.0,104.0,701.0,0.0,0.0,8.0,30.0,28.0,11.0,69.0,209.0,126.0,3.0
2020-04-27,24650.0,4346.0,852.0,1561.0,4705.0,1739.0,3686.0,1831.0,218.0,111.0,247.0,214.0,392.0,2131.0,1656.0,482.0,553.0,83.0,521.0,63.0,198.0,64.0,103.0,171.0,497.0,18.0,55.0,17.0,30.0,1289.0,9.0,118.0,233.0,73.0,386.0,34.0,2.0,6.0,11.0,33.0,15.0,62.0,158.0,135.0,0.0
2020-04-28,24573.0,5789.0,1223.0,1873.0,4723.0,2091.0,3131.0,1308.0,352.0,124.0,203.0,415.0,401.0,2392.0,1523.0,552.0,647.0,66.0,1018.0,36.0,181.0,39.0,100.0,284.0,549.0,8.0,132.0,32.0,0.0,1266.0,8.0,192.0,222.0,157.0,229.0,41.0,9.0,6.0,14.0,39.0,2.0,59.0,123.0,132.0,2.0
2020-04-29,26852.0,6450.0,1047.0,1738.0,5437.0,2086.0,40617.3,2144.0,258.0,158.0,354.0,260.0,456.0,2936.0,1689.0,520.0,525.0,78.0,417.0,48.0,254.0,57.0,143.0,216.0,641.0,5.0,69.0,10.0,27.0,1325.0,15.0,111.0,227.0,133.0,376.0,36.0,10.0,10.0,6.0,49.0,29.0,65.0,236.0,199.0,3.0
2020-04-30,29702.0,7502.0,1425.0,1801.0,4961.0,1872.0,1218.0,518.0,300.0,143.0,297.0,347.0,540.0,2615.0,1639.0,1138.0,660.0,48.0,259.0,59.0,276.0,57.0,179.0,208.0,564.0,14.0,102.0,15.0,42.0,1351.0,14.0,264.0,285.0,126.0,359.0,33.0,17.0,11.0,22.0,38.0,19.0,134.0,320.0,158.0,0.0
2020-05-01,34892.0,5015.0,1515.0,2394.0,4733.0,1965.0,526.0,1781.0,499.0,104.0,304.0,433.0,455.0,2188.0,1811.0,985.0,513.0,88.0,1402.0,49.0,284.0,62.0,119.0,274.0,571.0,4.0,146.0,21.0,45.0,1344.0,9.0,195.0,0.0,83.0,221.0,33.0,67.0,5.0,27.0,50.0,6.0,82.0,316.0,148.0,2.0
2020-05-02,26764.0,4898.0,1349.0,2442.0,3222.0,1900.0,792.0,1366.0,279.0,149.0,385.0,292.0,550.0,1983.0,1356.0,2526.0,485.0,79.0,1128.0,39.0,156.0,241.0,112.0,303.0,552.0,11.0,160.0,8.0,44.0,1362.0,3.0,260.0,353.0,72.0,343.0,206.0,37.0,5.0,16.0,40.0,4.0,125.0,290.0,141.0,0.0
2020-05-03,23733.0,4726.0,1383.0,2806.0,2974.0,1389.0,361.0,884.0,383.0,102.0,447.0,349.0,502.0,1670.0,1259.0,1228.0,389.0,56.0,2074.0,24.0,295.0,124.0,88.0,200.0,665.0,4.0,174.0,6.0,15.0,1552.0,8.0,63.0,102.0,69.0,330.0,45.0,26.0,0.0,7.0,38.0,7.0,113.0,376.0,179.0,16.0
2020-05-04,23802.0,6794.0,1434.0,3932.0,3379.0,1221.0,562.0,545.0,305.0,104.0,437.0,395.0,418.0,1614.0,1376.0,980.0,361.0,37.0,2343.0,34.0,262.0,87.0,76.0,168.0,688.0,5.0,150.0,6.0,27.0,1645.0,5.0,129.0,93.0,127.0,266.0,123.0,19.0,0.0,4.0,52.0,7.0,121.0,281.0,174.0,0.0
2020-05-05,24019.0,6835.0,1120.0,2963.0,3685.0,1075.0,1115.0,1318.0,640.0,133.0,352.0,484.0,366.0,1832.0,1395.0,1373.0,242.0,30.0,0.0,52.0,199.0,121.0,28.0,125.0,786.0,4.0,166.0,10.0,33.0,1595.0,11.0,156.0,120.0,115.0,211.0,92.0,16.0,6.0,11.0,76.0,4.0,112.0,245.0,190.0,7.0
2020-05-06,24482.0,11156.0,1609.0,3587.0,3832.0,1444.0,4136.0,996.0,346.0,188.0,236.0,367.0,487.0,2253.0,1516.0,1032.0,272.0,46.0,0.0,74.0,320.0,84.0,51.0,101.0,790.0,3.0,189.0,21.0,35.0,1687.0,7.0,217.0,114.0,113.0,265.0,191.0,9.0,3.0,6.0,67.0,7.0,163.0,327.0,159.0,17.0
2020-05-07,27739.0,9162.0,1982.0,3364.0,3767.0,1401.0,741.0,1122.0,497.0,163.0,424.0,338.0,507.0,1977.0,1271.0,1533.0,639.0,39.0,1132.3,51.0,339.0,195.0,66.0,98.0,706.0,1.0,140.0,15.0,34.0,1793.0,6.0,156.0,57.0,129.0,137.0,224.0,22.0,1.0,5.0,77.0,4.0,102.0,288.0,185.0,2.0
2020-05-08,27183.0,11121.0,1906.0,3344.0,3049.0,1327.0,531.0,1410.0,595.0,240.0,663.0,336.0,504.0,1848.0,1200.0,1391.0,591.0,28.0,1132.3,43.0,120.0,185.0,81.0,87.0,709.0,4.0,163.0,13.0,68.0,1701.0,36.0,256.0,95.0,123.0,156.0,86.0,101.0,1.0,8.0,75.0,11.0,145.0,281.0,187.0,1.0
2020-05-09,24454.0,9167.0,1938.0,3113.0,2150.0,1083.0,528.0,721.0,444.0,165.0,525.0,533.0,515.0,1546.0,1146.0,3458.0,585.0,35.0,253.0,49.0,147.0,171.0,44.0,115.0,636.0,2.0,199.0,19.0,67.0,1704.0,15.0,141.0,89.0,139.0,219.0,59.0,126.0,4.0,3.0,143.0,25.0,146.0,506.0,189.0,8.0
2020-05-10,18747.0,6638.0,1562.0,4353.0,2321.0,802.0,249.0,772.0,568.0,258.0,595.0,387.0,522.0,1542.0,1038.0,1647.0,485.0,50.0,488.0,44.0,184.0,119.0,54.0,69.0,887.0,0.0,153.0,6.0,85.0,1912.0,11.0,115.0,0.0,60.0,236.0,142.0,24.0,3.0,9.0,97.0,14.0,138.0,465.0,165.0,0.0
2020-05-11,19077.0,6895.0,1305.0,3607.0,3583.0,744.0,315.0,3086.0,550.0,244.0,637.0,233.0,416.0,1114.0,1024.0,1197.0,368.0,21.0,1132.3,25.0,292.0,275.0,39.0,37.0,1034.0,0.0,218.0,10.0,62.0,1966.0,9.0,117.0,144.0,68.0,139.0,128.0,11.0,3.0,3.0,70.0,9.0,79.0,287.0,168.0,24.0
2020-05-12,23381.0,8620.0,1997.0,3524.0,3392.0,1402.0,753.0,594.0,659.0,285.0,698.0,484.0,375.0,1704.0,1117.0,1658.0,330.0,29.0,910.0,33.0,264.0,133.0,36.0,87.0,969.0,0.0,137.0,18.0,85.0,1911.0,11.0,72.0,67.0,159.0,107.0,515.5,13.0,1.0,4.0,104.0,9.0,146.0,266.0,176.0,83.0
2020-05-13,20015.0,11923.0,1862.0,3763.0,3298.0,888.0,521.0,661.0,658.0,316.0,724.0,689.0,402.0,1639.0,1227.0,2660.0,202.0,28.0,67.0,46.0,268.0,184.0,33.0,50.0,1162.0,0.0,94.0,16.0,143.0,1905.0,6.0,138.0,52.0,252.0,159.0,175.0,3.0,2.0,5.0,65.0,13.0,180.0,296.0,186.0,33.0
2020-05-14,25890.0,13028.0,2409.0,3942.0,2610.0,992.0,642.0,849.0,680.0,255.0,665.0,568.0,422.0,1635.0,1110.0,2659.0,307.0,39.0,16.0,31.0,258.0,224.0,50.0,98.0,1041.0,0.0,95.0,10.0,176.0,2039.0,8.0,154.0,79.0,147.0,426.0,63.0,14.0,1.0,20.0,121.0,9.0,142.0,124.0,189.0,1170.5
2020-05-15,24851.0,17126.0,2437.0,3787.0,2517.0,789.0,513.0,643.0,606.0,345.0,785.0,490.0,483.0,1708.0,1271.0,2502.0,356.0,37.0,965.0,38.0,215.0,205.0,51.0,52.0,1202.0,3.0,45.0,40.0,125.0,2307.0,1.0,118.0,64.0,192.0,129.0,142.0,5.0,1.0,4.0,101.0,12.0,184.0,419.0,187.0,18.0
2020-05-16,24050.0,13220.0,2112.0,4864.0,2065.0,875.0,415.0,515.0,723.0,326.0,831.0,529.0,528.0,1610.0,1155.0,5485.0,345.0,56.0,1296.0,37.0,214.0,249.0,58.0,54.0,930.0,2.0,89.0,9.0,120.0,2840.0,2.0,161.0,58.0,189.0,92.0,105.0,19.0,0.0,12.0,158.0,14.0,239.0,371.0,192.0,24.0
2020-05-17,18729.0,7569.0,2075.0,5050.0,1826.0,675.0,140.0,0.0,635.0,263.0,1160.0,489.0,433.0,1368.0,1208.0,2353.0,291.0,36.0,419.0,36.0,208.0,262.0,15.0,24.0,1273.0,0.0,129.0,15.0,0.0,2736.0,2.0,307.0,114.0,126.0,64.0,81.0,8.0,1.0,12.0,136.0,10.0,189.0,204.0,198.0,4.0
2020-05-18,22308.0,14288.0,2414.0,4630.0,2574.0,451.0,444.0,908.0,721.0,303.0,918.0,496.0,325.0,1158.0,1086.0,2278.0,279.0,26.0,400.0,24.0,205.0,175.0,10.0,33.0,1602.0,6.0,82.0,2.0,149.0,2593.0,2.0,594.0,89.0,78.0,88.0,152.0,2.0,0.0,6.0,113.0,6.0,351.0,411.0,182.0,80.0
2020-05-19,20503.0,16517.0,2713.0,6147.0,3046.0,813.0,501.0,431.0,640.0,438.0,767.0,486.0,260.0,1022.0,1002.0,3520.0,232.0,21.0,569.0,24.0,224.0,218.0,21.0,28.0,1251.0,1.0,71.0,4.0,221.0,2509.0,4.0,0.0,34.0,202.0,51.0,157.0,41.0,1.0,6.0,131.0,12.0,218.0,498.0,176.0,27.0
2020-05-20,22828.0,22739.0,2248.0,5553.0,2707.0,665.0,481.0,518.0,752.0,474.0,803.0,693.0,354.0,972.0,1256.0,4038.0,192.0,42.0,703.0,33.0,279.0,438.0,40.0,34.0,1617.0,1.0,110.0,10.0,132.0,2691.0,2.0,218.0,100.0,213.0,64.0,0.0,4.0,1.0,6.0,113.0,16.0,230.0,254.0,165.0,25.0
2020-05-21,25152.0,18137.0,2973.0,6198.0,2542.0,642.0,267.0,482.0,643.0,648.0,1134.0,973.0,476.0,961.0,1115.0,3964.0,252.0,43.0,452.0,39.0,213.0,268.0,36.0,41.0,1773.0,1.0,78.0,3.0,247.0,2532.0,3.0,265.0,86.0,151.0,76.0,249.0,3.0,0.0,8.0,118.0,15.0,335.0,180.0,186.0,30.0
2020-05-22,23829.0,21807.0,2960.0,6568.0,2033.0,652.0,756.0,1787.0,801.0,718.0,988.0,634.0,442.0,952.0,1090.0,4276.0,276.0,37.0,522.0,41.0,163.0,392.0,13.0,23.0,1694.0,2.0,121.0,20.0,231.0,2642.0,6.0,685.0,105.0,143.0,115.0,273.0,2.0,0.0,2.0,106.0,12.0,322.0,332.0,190.0,59.0
2020-05-23,20189.0,16997.0,3329.0,6629.0,1507.0,669.0,546.0,466.0,1046.0,704.0,1218.0,949.0,432.0,1186.0,907.0,9842.0,299.0,35.0,430.0,36.0,180.0,336.0,18.0,25.0,1873.0,0.0,74.0,3.0,311.0,2442.0,0.0,0.0,68.0,147.0,76.0,0.0,12.0,0.0,5.0,127.0,11.0,374.0,433.0,195.0,68.0
2020-05-24,20174.0,14468.0,2764.0,7113.0,1348.0,531.0,40617.3,482.0,998.0,723.0,1240.0,526.0,406.0,1141.0,953.0,3709.0,282.0,28.0,498.0,19.0,258.0,348.0,11.0,41.0,1532.0,3.0,27.0,2.0,370.0,2399.0,1.0,612.0,67.0,99.0,57.0,473.0,12.0,0.0,2.0,140.0,10.0,359.0,379.0,193.0,19.0
2020-05-25,19094.0,12807.0,2485.0,6414.0,1607.0,300.0,325.0,15695.1,806.0,552.0,1032.0,479.0,259.0,987.0,964.0,4895.0,250.0,15.0,599.0,6.0,284.0,397.0,10.0,21.0,1975.0,0.0,99.0,4.0,336.0,2235.0,0.0,438.0,34.0,54.0,59.0,239.0,3.0,1.0,1.0,149.0,6.0,452.0,272.0,197.0,79.0
2020-05-26,18726.0,16327.0,3455.0,5843.0,1650.0,397.0,255.0,859.0,1022.0,600.0,649.0,415.0,339.0,948.0,767.0,3964.0,113.0,15.0,0.0,10.0,350.0,476.0,15.0,30.0,1166.0,0.0,45.0,7.0,194.0,1931.0,0.0,0.0,34.0,158.0,37.0,212.0,12.0,0.0,1.0,132.0,7.0,289.0,191.0,194.0,90.0
2020-05-27,18763.0,20199.0,3463.0,7293.0,1803.0,584.0,173.0,0.0,1101.0,705.0,1673.0,686.0,321.0,1035.0,885.0,4328.0,137.0,22.0,748.0,17.0,380.0,632.0,15.0,26.0,1541.0,0.0,24.0,14.0,191.0,1815.0,0.0,335.0,48.0,232.0,68.0,239.0,7.0,2.0,3.0,165.0,5.0,372.0,459.0,160.0,114.0
2020-05-28,21267.0,28337.0,3377.0,7300.0,1734.0,593.0,3342.0,1647.0,1262.0,769.0,1466.0,687.0,477.0,1182.0,787.0,4654.0,257.0,23.0,368.0,17.0,539.0,619.0,20.0,60.0,2029.0,17.0,42.0,3.0,203.0,1644.0,1.0,272.0,25.0,188.0,38.0,112.0,16.0,2.0,3.0,191.0,10.0,442.0,345.0,140.0,156.0
2020-05-29,25082.0,26890.0,3227.0,8105.0,1505.0,516.0,594.0,658.0,1322.0,717.0,1837.0,678.0,429.0,1141.0,1069.0,3695.0,212.0,25.0,100.0,8.0,1046.0,344.0,32.0,73.0,2523.0,3.0,71.0,3.0,259.0,1581.0,0.0,356.0,54.0,171.0,35.0,0.0,17.0,0.0,8.0,230.0,7.0,460.0,463.0,137.0,170.0
2020-05-30,23080.0,32321.0,2885.0,8336.0,1099.0,416.0,1794.0,664.0,1548.0,795.0,1727.0,557.0,393.0,983.0,762.0,13188.0,125.0,26.0,0.0,14.0,590.0,861.0,17.0,45.0,1764.0,5.0,66.0,6.0,132.0,1618.0,1.0,450.0,27.0,202.0,53.0,342.0,47.0,0.0,11.0,257.0,9.0,251.0,377.0,133.0,189.0
2020-05-31,18919.0,13223.0,3152.0,8782.0,1069.0,333.0,232.0,251.0,1147.0,637.0,1716.0,700.0,468.0,839.0,730.0,4830.0,195.0,9.0,527.0,14.0,862.0,390.0,17.0,35.0,2545.0,1.0,27.0,2.0,348.0,1877.0,0.0,476.0,31.0,153.0,61.0,108.0,22.0,0.0,26.0,248.0,4.0,355.0,377.0,127.0,171.0
2020-06-01,17840.0,15149.0,2771.0,7761.0,1434.0,200.0,406.0,159.0,1110.0,564.0,1674.0,467.0,890.0,827.0,796.0,5470.0,136.0,16.0,0.0,6.0,552.0,549.0,9.0,37.0,2381.0,7.0,26.0,1.0,249.0,1881.0,0.0,450.0,18.0,109.0,72.0,160.0,9.0,0.0,11.0,168.0,6.0,210.0,287.0,119.0,239.0
2020-06-02,20090.0,31677.0,3891.0,8821.0,1467.0,318.0,40617.3,294.0,1340.0,904.0,1455.0,609.0,333.0,786.0,627.0,3528.0,98.0,29.0,1316.0,19.0,359.0,460.0,3.0,51.0,2911.0,2.0,33.0,19.0,250.0,1869.0,0.0,263.0,24.0,188.0,4.0,165.0,18.0,2.0,2.0,273.0,3.0,517.0,180.0,113.0,288.0
2020-06-03,19156.0,26085.0,3912.0,9633.0,1342.0,321.0,40617.3,394.0,1521.0,949.0,1713.0,684.0,490.0,867.0,682.0,4942.0,70.0,10.0,552.0,22.0,751.0,647.0,19.0,29.0,2695.0,1.0,56.0,15.0,174.0,2171.0,0.0,496.0,69.0,247.0,45.0,163.0,57.0,2.0,4.0,325.0,3.0,515.0,288.0,107.0,201.0
2020-06-04,27934.0,31954.0,4442.0,9889.0,1234.0,177.0,4360.0,334.0,1766.0,929.0,3267.0,585.0,596.0,988.0,582.0,4664.0,82.0,23.0,0.0,25.0,634.0,607.0,20.0,44.0,2423.0,0.0,81.0,0.0,394.0,1975.0,1.0,0.0,48.0,223.0,31.0,190.0,16.0,0.0,1.0,262.0,5.0,697.0,279.0,98.0,334.0
2020-06-05,26440.0,32101.0,4346.0,9471.0,1106.0,518.0,581.0,318.0,1515.0,840.0,2642.0,703.0,561.0,930.0,527.0,4207.0,140.0,16.0,609.0,42.0,244.0,483.0,23.0,47.0,2828.0,0.0,68.0,97.0,331.0,2591.0,0.0,245.0,96.0,229.0,21.0,91.0,1.0,2.0,4.0,338.0,8.0,596.0,389.0,104.0,278.0
2020-06-06,20269.0,23790.0,3593.0,10438.0,791.0,270.0,572.0,332.0,1392.0,983.0,2539.0,993.0,559.0,878.0,524.0,5306.0,165.0,20.0,1153.0,84.0,714.0,630.0,20.0,46.0,2635.0,0.0,80.0,0.0,307.0,3121.0,0.0,199.0,74.0,264.0,20.0,184.0,3.0,5.0,3.0,379.0,13.0,547.0,487.0,115.0,323.0
2020-06-07,17826.0,17988.0,3484.0,10864.0,717.0,197.0,341.0,240.0,1209.0,774.0,2312.0,672.0,498.0,914.0,412.0,6405.0,154.0,18.0,392.0,16.0,555.0,285.0,9.0,38.0,2743.0,0.0,73.0,0.0,263.0,3045.0,0.0,183.0,82.0,189.0,18.0,172.0,45.0,1.0,1.0,314.0,6.0,766.0,405.0,104.0,213.0
2020-06-08,16900.0,17338.0,2999.0,8442.0,1088.0,280.0,274.0,167.0,1483.0,826.0,2594.0,847.0,478.0,989.0,451.0,4696.0,122.0,6.0,258.0,83.0,579.0,306.0,7.0,21.0,2735.0,0.0,78.0,0.0,447.0,3369.0,0.0,165.0,73.0,107.0,6.0,123.0,10.0,0.0,3.0,323.0,6.0,195.0,526.0,111.0,314.0
2020-06-09,20321.0,31698.0,4199.0,10218.0,1153.0,283.0,552.0,249.0,1359.0,1141.0,2112.0,1043.0,402.0,993.0,434.0,3913.0,89.0,3.0,539.0,79.0,518.0,695.0,16.0,45.0,3171.0,0.0,135.0,9.0,364.0,3288.0,0.0,215.0,69.0,218.0,8.0,485.0,42.0,1.0,6.0,315.0,5.0,350.0,289.0,117.0,324.0
